code	statyear	channel	station	quadrat	year	season	chanstat	chanyear	date2	date	work	connect	flow_a	yearseason	workstat	trueyear	falseyear
CHANDo12Su	CHANDo12	CHAN	Do	2	2012	Su	CHANDo	CHAN2012	15.05.2012	15.05.2012	U	11	yes	2012Su	UDo	2012	2012
CHANDo12Su	CHANDo12	CHAN	Do	3	2012	Su	CHANDo	CHAN2012	15.05.2012	15.05.2012	U	11	yes	2012Su	UDo	2012	2012
CHANDo15Sp	CHANDo15	CHAN	Do	1	2015	Sp	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Sp	UDo	2015	2015
CHANDo15Sp	CHANDo15	CHAN	Do	2	2015	Sp	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Sp	UDo	2015	2015
CHANDo15Sp	CHANDo15	CHAN	Do	4	2015	Sp	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Sp	UDo	2015	2015
CHANDo15Su	CHANDo15	CHAN	Do	1	2015	Su	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Su	UDo	2015	2015
CHANDo15Su	CHANDo15	CHAN	Do	2	2015	Su	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Su	UDo	2015	2015
CHANDo15Su	CHANDo15	CHAN	Do	3	2015	Su	CHANDo	CHAN2015	15.05.2015	15.05.2015	U	11	yes	2015Su	UDo	2015	2015
ENILUp03Su	ENILUp03	ENIL	Up	1	2003	Su	ENILUp	ENIL2003	15.05.2003	15.11.2003	RF	12	yes	2003Su	RFUp	2003	2003
ENILUp03Su	ENILUp03	ENIL	Up	2	2003	Su	ENILUp	ENIL2003	15.05.2003	15.11.2003	RF	12	yes	2003Su	RFUp	2003	2003
ENILUp03Su	ENILUp03	ENIL	Up	3	2003	Su	ENILUp	ENIL2003	15.05.2003	15.11.2003	RF	12	yes	2003Su	RFUp	2003	2003
ENILUp04Sp	ENILUp03	ENIL	Up	1	2003	Sp	ENILUp	ENIL2003	15.05.2004	15.11.2003	RF	12	yes	2004Sp	RFUp	2003	2003
ENILUp04Sp	ENILUp03	ENIL	Up	2	2003	Sp	ENILUp	ENIL2003	15.05.2004	15.11.2003	RF	12	yes	2004Sp	RFUp	2003	2003
ENILUp04Sp	ENILUp03	ENIL	Up	3	2003	Sp	ENILUp	ENIL2003	15.05.2004	15.11.2003	RF	12	yes	2004Sp	RFUp	2003	2003
ENILUp07Sp	ENILUp07	ENIL	Up	1	2007	Sp	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Sp	RFUp	2007	2007
ENILUp07Sp	ENILUp07	ENIL	Up	2	2007	Sp	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Sp	RFUp	2007	2007
ENILUp07Sp	ENILUp07	ENIL	Up	4	2007	Sp	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Sp	RFUp	2007	2007
ENILUp07Su	ENILUp07	ENIL	Up	1	2007	Su	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Su	RFUp	2007	2007
ENILUp07Su	ENILUp07	ENIL	Up	3	2007	Su	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Su	RFUp	2007	2007
ENILUp07Su	ENILUp07	ENIL	Up	4	2007	Su	ENILUp	ENIL2007	15.05.2007	15.05.2007	RF	12	yes	2007Su	RFUp	2007	2007
ENILUp09Sp	ENILUp09	ENIL	Up	1	2009	Sp	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Sp	RFUp	2009	2009
ENILUp09Sp	ENILUp09	ENIL	Up	2	2009	Sp	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Sp	RFUp	2009	2009
ENILUp09Sp	ENILUp09	ENIL	Up	3	2009	Sp	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Sp	RFUp	2009	2009
ENILUp09Su	ENILUp09	ENIL	Up	1	2009	Su	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Su	RFUp	2009	2009
ENILUp09Su	ENILUp09	ENIL	Up	2	2009	Su	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Su	RFUp	2009	2009
ENILUp09Su	ENILUp09	ENIL	Up	3	2009	Su	ENILUp	ENIL2009	15.05.2009	15.05.2009	RF	12	yes	2009Su	RFUp	2009	2009
ENILUp11Sp	ENILUp11	ENIL	Up	2	2011	Sp	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Sp	RFUp	2011	2011
ENILUp11Sp	ENILUp11	ENIL	Up	3	2011	Sp	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Sp	RFUp	2011	2011
ENILUp11Sp	ENILUp11	ENIL	Up	4	2011	Sp	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Sp	RFUp	2011	2011
ENILUp11Su	ENILUp11	ENIL	Up	1	2011	Su	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Su	RFUp	2011	2011
ENILUp11Su	ENILUp11	ENIL	Up	2	2011	Su	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Su	RFUp	2011	2011
ENILUp11Su	ENILUp11	ENIL	Up	3	2011	Su	ENILUp	ENIL2011	15.05.2011	15.05.2011	RF	12	yes	2011Su	RFUp	2011	2011
ENILUp12Sp	ENILUp12	ENIL	Up	2	2012	Sp	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Sp	RFUp	2012	2012
ENILUp12Sp	ENILUp12	ENIL	Up	3	2012	Sp	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Sp	RFUp	2012	2012
ENILUp12Sp	ENILUp12	ENIL	Up	4	2012	Sp	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Sp	RFUp	2012	2012
ENILUp12Su	ENILUp12	ENIL	Up	1	2012	Su	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Su	RFUp	2012	2012
ENILUp12Su	ENILUp12	ENIL	Up	3	2012	Su	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Su	RFUp	2012	2012
ENILUp12Su	ENILUp12	ENIL	Up	4	2012	Su	ENILUp	ENIL2012	15.05.2012	15.05.2012	RF	12	yes	2012Su	RFUp	2012	2012
ENILUp15Sp	ENILUp15	ENIL	Up	2	2015	Sp	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Sp	RFUp	2015	2015
ENILUp15Sp	ENILUp15	ENIL	Up	3	2015	Sp	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Sp	RFUp	2015	2015
ENILUp15Sp	ENILUp15	ENIL	Up	4	2015	Sp	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Sp	RFUp	2015	2015
ENILUp15Su	ENILUp15	ENIL	Up	1	2015	Su	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Su	RFUp	2015	2015
ENILUp15Su	ENILUp15	ENIL	Up	2	2015	Su	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Su	RFUp	2015	2015
ENILUp15Su	ENILUp15	ENIL	Up	4	2015	Su	ENILUp	ENIL2015	15.05.2015	15.05.2015	RF	12	yes	2015Su	RFUp	2015	2015
ENILDo03Su	ENILDo03	ENIL	Do	1	2003	Su	ENILDo	ENIL2003	15.05.2003	15.11.2003	RF	14	yes	2003Su	RFDo	2003	2003
ENILDo03Su	ENILDo03	ENIL	Do	2	2003	Su	ENILDo	ENIL2003	15.05.2003	15.11.2003	RF	14	yes	2003Su	RFDo	2003	2003
ENILDo03Su	ENILDo03	ENIL	Do	3	2003	Su	ENILDo	ENIL2003	15.05.2003	15.11.2003	RF	14	yes	2003Su	RFDo	2003	2003
ENILDo04Sp	ENILDo03	ENIL	Do	2	2003	Sp	ENILDo	ENIL2003	15.05.2004	15.11.2003	RF	14	yes	2004Sp	RFDo	2003	2003
ENILDo04Sp	ENILDo03	ENIL	Do	3	2003	Sp	ENILDo	ENIL2003	15.05.2004	15.11.2003	RF	14	yes	2004Sp	RFDo	2003	2003
ENILDo04Sp	ENILDo03	ENIL	Do	4	2003	Sp	ENILDo	ENIL2003	15.05.2004	15.11.2003	RF	14	yes	2004Sp	RFDo	2003	2003
ENILDo07Sp	ENILDo07	ENIL	Do	1	2007	Sp	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Sp	RFDo	2007	2007
ENILDo07Sp	ENILDo07	ENIL	Do	2	2007	Sp	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Sp	RFDo	2007	2007
ENILDo07Sp	ENILDo07	ENIL	Do	3	2007	Sp	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Sp	RFDo	2007	2007
ENILDo07Su	ENILDo07	ENIL	Do	2	2007	Su	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Su	RFDo	2007	2007
ENILDo07Su	ENILDo07	ENIL	Do	3	2007	Su	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Su	RFDo	2007	2007
ENILDo07Su	ENILDo07	ENIL	Do	4	2007	Su	ENILDo	ENIL2007	15.05.2007	15.05.2007	RF	14	yes	2007Su	RFDo	2007	2007
ENILDo09Sp	ENILDo09	ENIL	Do	1	2009	Sp	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Sp	RFDo	2009	2009
ENILDo09Sp	ENILDo09	ENIL	Do	2	2009	Sp	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Sp	RFDo	2009	2009
ENILDo09Sp	ENILDo09	ENIL	Do	4	2009	Sp	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Sp	RFDo	2009	2009
ENILDo09Su	ENILDo09	ENIL	Do	1	2009	Su	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Su	RFDo	2009	2009
ENILDo09Su	ENILDo09	ENIL	Do	3	2009	Su	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Su	RFDo	2009	2009
ENILDo09Su	ENILDo09	ENIL	Do	4	2009	Su	ENILDo	ENIL2009	15.05.2009	15.05.2009	RF	14	yes	2009Su	RFDo	2009	2009
ENILDo11Sp	ENILDo11	ENIL	Do	1	2011	Sp	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Sp	RFDo	2011	2011
ENILDo11Sp	ENILDo11	ENIL	Do	3	2011	Sp	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Sp	RFDo	2011	2011
ENILDo11Sp	ENILDo11	ENIL	Do	4	2011	Sp	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Sp	RFDo	2011	2011
ENILDo11Su	ENILDo11	ENIL	Do	1	2011	Su	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Su	RFDo	2011	2011
ENILDo11Su	ENILDo11	ENIL	Do	3	2011	Su	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Su	RFDo	2011	2011
ENILDo11Su	ENILDo11	ENIL	Do	4	2011	Su	ENILDo	ENIL2011	15.05.2011	15.05.2011	RF	14	yes	2011Su	RFDo	2011	2011
ENILDo12Sp	ENILDo12	ENIL	Do	1	2012	Sp	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Sp	RFDo	2012	2012
ENILDo12Sp	ENILDo12	ENIL	Do	2	2012	Sp	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Sp	RFDo	2012	2012
ENILDo12Sp	ENILDo12	ENIL	Do	3	2012	Sp	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Sp	RFDo	2012	2012
ENILDo12Su	ENILDo12	ENIL	Do	1	2012	Su	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Su	RFDo	2012	2012
ENILDo12Su	ENILDo12	ENIL	Do	2	2012	Su	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Su	RFDo	2012	2012
ENILDo12Su	ENILDo12	ENIL	Do	4	2012	Su	ENILDo	ENIL2012	15.05.2012	15.05.2012	RF	14	yes	2012Su	RFDo	2012	2012
ENILDo15Sp	ENILDo15	ENIL	Do	1	2015	Sp	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Sp	RFDo	2015	2015
ENILDo15Sp	ENILDo15	ENIL	Do	3	2015	Sp	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Sp	RFDo	2015	2015
ENILDo15Sp	ENILDo15	ENIL	Do	4	2015	Sp	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Sp	RFDo	2015	2015
ENILDo15Su	ENILDo15	ENIL	Do	1	2015	Su	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Su	RFDo	2015	2015
ENILDo15Su	ENILDo15	ENIL	Do	3	2015	Su	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Su	RFDo	2015	2015
ENILDo15Su	ENILDo15	ENIL	Do	4	2015	Su	ENILDo	ENIL2015	15.05.2015	15.05.2015	RF	14	yes	2015Su	RFDo	2015	2015
ENILDoN07Sp	ENILDoN07	ENIL	DoN	1	2007	Sp	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Sp	yes	2007Sp	RFDoN	2007	2007
ENILDoN07Sp	ENILDoN07	ENIL	DoN	2	2007	Sp	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Sp	yes	2007Sp	RFDoN	2007	2007
ENILDoN07Sp	ENILDoN07	ENIL	DoN	4	2007	Sp	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Sp	yes	2007Sp	RFDoN	2007	2007
ENILDoN07Su	ENILDoN07	ENIL	DoN	1	2007	Su	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Su	yes	2007Su	RFDoN	2007	2007
ENILDoN07Su	ENILDoN07	ENIL	DoN	2	2007	Su	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Su	yes	2007Su	RFDoN	2007	2007
ENILDoN07Su	ENILDoN07	ENIL	DoN	4	2007	Su	ENILDoN	ENIL2007	15.05.2007	15.05.2007	RF	RF2007Su	yes	2007Su	RFDoN	2007	2007
ENILDoN09Sp	ENILDoN09	ENIL	DoN	1	2009	Sp	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Sp	yes	2009Sp	RFDoN	2009	2009
ENILDoN09Sp	ENILDoN09	ENIL	DoN	2	2009	Sp	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Sp	yes	2009Sp	RFDoN	2009	2009
ENILDoN09Sp	ENILDoN09	ENIL	DoN	3	2009	Sp	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Sp	yes	2009Sp	RFDoN	2009	2009
ENILDoN09Su	ENILDoN09	ENIL	DoN	2	2009	Su	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Su	yes	2009Su	RFDoN	2009	2009
ENILDoN09Su	ENILDoN09	ENIL	DoN	3	2009	Su	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Su	yes	2009Su	RFDoN	2009	2009
ENILDoN09Su	ENILDoN09	ENIL	DoN	4	2009	Su	ENILDoN	ENIL2009	15.05.2009	15.05.2009	RF	RF2009Su	yes	2009Su	RFDoN	2009	2009
ENILDoN11Sp	ENILDoN11	ENIL	DoN	1	2011	Sp	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Sp	yes	2011Sp	RFDoN	2011	2011
ENILDoN11Sp	ENILDoN11	ENIL	DoN	2	2011	Sp	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Sp	yes	2011Sp	RFDoN	2011	2011
ENILDoN11Sp	ENILDoN11	ENIL	DoN	3	2011	Sp	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Sp	yes	2011Sp	RFDoN	2011	2011
ENILDoN11Su	ENILDoN11	ENIL	DoN	1	2011	Su	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Su	yes	2011Su	RFDoN	2011	2011
ENILDoN11Su	ENILDoN11	ENIL	DoN	2	2011	Su	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Su	yes	2011Su	RFDoN	2011	2011
ENILDoN11Su	ENILDoN11	ENIL	DoN	4	2011	Su	ENILDoN	ENIL2011	15.05.2011	15.05.2011	RF	RF2011Su	yes	2011Su	RFDoN	2011	2011
ENILDoN12Sp	ENILDoN12	ENIL	DoN	1	2012	Sp	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Sp	yes	2012Sp	RFDoN	2012	2012
ENILDoN12Sp	ENILDoN12	ENIL	DoN	2	2012	Sp	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Sp	yes	2012Sp	RFDoN	2012	2012
ENILDoN12Sp	ENILDoN12	ENIL	DoN	3	2012	Sp	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Sp	yes	2012Sp	RFDoN	2012	2012
ENILDoN12Su	ENILDoN12	ENIL	DoN	1	2012	Su	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Su	yes	2012Su	RFDoN	2012	2012
ENILDoN12Su	ENILDoN12	ENIL	DoN	2	2012	Su	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Su	yes	2012Su	RFDoN	2012	2012
ENILDoN12Su	ENILDoN12	ENIL	DoN	4	2012	Su	ENILDoN	ENIL2012	15.05.2012	15.05.2012	RF	RF2012Su	yes	2012Su	RFDoN	2012	2012
ENILDoN15Sp	ENILDoN15	ENIL	DoN	1	2015	Sp	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Sp	yes	2015Sp	RFDoN	2015	2015
ENILDoN15Sp	ENILDoN15	ENIL	DoN	2	2015	Sp	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Sp	yes	2015Sp	RFDoN	2015	2015
ENILDoN15Sp	ENILDoN15	ENIL	DoN	3	2015	Sp	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Sp	yes	2015Sp	RFDoN	2015	2015
ENILDoN15Su	ENILDoN15	ENIL	DoN	1	2015	Su	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Su	yes	2015Su	RFDoN	2015	2015
ENILDoN15Su	ENILDoN15	ENIL	DoN	2	2015	Su	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Su	yes	2015Su	RFDoN	2015	2015
ENILDoN15Su	ENILDoN15	ENIL	DoN	3	2015	Su	ENILDoN	ENIL2015	15.05.2015	15.05.2015	RF	RF2015Su	yes	2015Su	RFDoN	2015	2015
FOURUp03Su	FOURUp03	FOUR	Up	2	2003	Su	FOURUp	FOUR2003	15.05.2003	15.11.2003	DF	8	no	2003Su	DFUp	2003	2003
FOURUp03Su	FOURUp03	FOUR	Up	3	2003	Su	FOURUp	FOUR2003	15.05.2003	15.11.2003	DF	8	no	2003Su	DFUp	2003	2003
FOURUp03Su	FOURUp03	FOUR	Up	4	2003	Su	FOURUp	FOUR2003	15.05.2003	15.11.2003	DF	8	no	2003Su	DFUp	2003	2003
FOURUp04Sp	FOURUp03	FOUR	Up	2	2003	Sp	FOURUp	FOUR2003	15.05.2004	15.11.2003	DF	8	no	2004Sp	DFUp	2003	2003
FOURUp04Sp	FOURUp03	FOUR	Up	3	2003	Sp	FOURUp	FOUR2003	15.05.2004	15.11.2003	DF	8	no	2004Sp	DFUp	2003	2003
FOURUp04Sp	FOURUp03	FOUR	Up	4	2003	Sp	FOURUp	FOUR2003	15.05.2004	15.11.2003	DF	8	no	2004Sp	DFUp	2003	2003
FOURUp07Sp	FOURUp07	FOUR	Up	1	2007	Sp	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Sp	DFUp	2007	2007
FOURUp07Sp	FOURUp07	FOUR	Up	2	2007	Sp	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Sp	DFUp	2007	2007
FOURUp07Sp	FOURUp07	FOUR	Up	4	2007	Sp	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Sp	DFUp	2007	2007
FOURUp07Su	FOURUp07	FOUR	Up	1	2007	Su	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Su	DFUp	2007	2007
FOURUp07Su	FOURUp07	FOUR	Up	2	2007	Su	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Su	DFUp	2007	2007
FOURUp07Su	FOURUp07	FOUR	Up	4	2007	Su	FOURUp	FOUR2007	15.05.2007	15.05.2007	DF	8	no	2007Su	DFUp	2007	2007
FOURUp09Sp	FOURUp09	FOUR	Up	1	2009	Sp	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Sp	DFUp	2009	2009
FOURUp09Sp	FOURUp09	FOUR	Up	2	2009	Sp	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Sp	DFUp	2009	2009
FOURUp09Sp	FOURUp09	FOUR	Up	4	2009	Sp	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Sp	DFUp	2009	2009
FOURUp09Su	FOURUp09	FOUR	Up	2	2009	Su	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Su	DFUp	2009	2009
FOURUp09Su	FOURUp09	FOUR	Up	3	2009	Su	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Su	DFUp	2009	2009
FOURUp09Su	FOURUp09	FOUR	Up	4	2009	Su	FOURUp	FOUR2009	15.05.2009	15.05.2009	DF	8	no	2009Su	DFUp	2009	2009
FOURUp11Sp	FOURUp11	FOUR	Up	1	2011	Sp	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Sp	DFUp	2011	2011
FOURUp11Sp	FOURUp11	FOUR	Up	3	2011	Sp	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Sp	DFUp	2011	2011
FOURUp11Sp	FOURUp11	FOUR	Up	4	2011	Sp	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Sp	DFUp	2011	2011
FOURUp11Su	FOURUp11	FOUR	Up	1	2011	Su	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Su	DFUp	2011	2011
FOURUp11Su	FOURUp11	FOUR	Up	2	2011	Su	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Su	DFUp	2011	2011
FOURUp11Su	FOURUp11	FOUR	Up	4	2011	Su	FOURUp	FOUR2011	15.05.2011	15.05.2011	DF	8	no	2011Su	DFUp	2011	2011
FOURUp12Sp	FOURUp12	FOUR	Up	1	2012	Sp	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Sp	DFUp	2012	2012
FOURUp12Sp	FOURUp12	FOUR	Up	2	2012	Sp	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Sp	DFUp	2012	2012
FOURUp12Sp	FOURUp12	FOUR	Up	3	2012	Sp	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Sp	DFUp	2012	2012
FOURUp12Su	FOURUp12	FOUR	Up	1	2012	Su	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Su	DFUp	2012	2012
FOURUp12Su	FOURUp12	FOUR	Up	2	2012	Su	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Su	DFUp	2012	2012
FOURUp12Su	FOURUp12	FOUR	Up	3	2012	Su	FOURUp	FOUR2012	15.05.2012	15.05.2012	DF	8	no	2012Su	DFUp	2012	2012
FOURUp15Sp	FOURUp15	FOUR	Up	1	2015	Sp	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Sp	DFUp	2015	2015
FOURUp15Sp	FOURUp15	FOUR	Up	2	2015	Sp	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Sp	DFUp	2015	2015
FOURUp15Sp	FOURUp15	FOUR	Up	3	2015	Sp	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Sp	DFUp	2015	2015
FOURUp15Su	FOURUp15	FOUR	Up	2	2015	Su	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Su	DFUp	2015	2015
FOURUp15Su	FOURUp15	FOUR	Up	3	2015	Su	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Su	DFUp	2015	2015
FOURUp15Su	FOURUp15	FOUR	Up	4	2015	Su	FOURUp	FOUR2015	15.05.2015	15.05.2015	DF	8	no	2015Su	DFUp	2015	2015
FOURDo03Su	FOURDo03	FOUR	Do	1	2003	Su	FOURDo	FOUR2003	15.05.2003	15.11.2003	F	7	inter	2003Su	FDo	2003	2003
FOURDo03Su	FOURDo03	FOUR	Do	3	2003	Su	FOURDo	FOUR2003	15.05.2003	15.11.2003	F	7	inter	2003Su	FDo	2003	2003
FOURDo03Su	FOURDo03	FOUR	Do	4	2003	Su	FOURDo	FOUR2003	15.05.2003	15.11.2003	F	7	inter	2003Su	FDo	2003	2003
FOURDo04Sp	FOURDo03	FOUR	Do	1	2003	Sp	FOURDo	FOUR2003	15.05.2004	15.11.2003	F	7	inter	2004Sp	FDo	2003	2003
FOURDo04Sp	FOURDo03	FOUR	Do	2	2003	Sp	FOURDo	FOUR2003	15.05.2004	15.11.2003	F	7	inter	2004Sp	FDo	2003	2003
FOURDo04Sp	FOURDo03	FOUR	Do	3	2003	Sp	FOURDo	FOUR2003	15.05.2004	15.11.2003	F	7	inter	2004Sp	FDo	2003	2003
FOURDo07Sp	FOURDo07	FOUR	Do	2	2007	Sp	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Sp	FDo	2007	2007
FOURDo07Sp	FOURDo07	FOUR	Do	3	2007	Sp	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Sp	FDo	2007	2007
FOURDo07Sp	FOURDo07	FOUR	Do	4	2007	Sp	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Sp	FDo	2007	2007
FOURDo07Su	FOURDo07	FOUR	Do	1	2007	Su	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Su	FDo	2007	2007
FOURDo07Su	FOURDo07	FOUR	Do	2	2007	Su	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Su	FDo	2007	2007
FOURDo07Su	FOURDo07	FOUR	Do	3	2007	Su	FOURDo	FOUR2007	15.05.2007	15.05.2007	F	7	inter	2007Su	FDo	2007	2007
FOURDo09Sp	FOURDo09	FOUR	Do	1	2009	Sp	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Sp	FDo	2009	2009
FOURDo09Sp	FOURDo09	FOUR	Do	2	2009	Sp	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Sp	FDo	2009	2009
FOURDo09Sp	FOURDo09	FOUR	Do	4	2009	Sp	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Sp	FDo	2009	2009
FOURDo09Su	FOURDo09	FOUR	Do	1	2009	Su	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Su	FDo	2009	2009
